estimator,label,N,T,split,alpha,current_date,target_window_start,target_date,example,component,loss
3.1 Global Damping,sp500_full,357,357,test,0.225,2021-05-13,2020-02-12,2021-07-14,355,flag_nested,0.022609706168446767
3.1 Global Damping,sp500_full,357,357,test,0.225,2021-06-03,2020-03-04,2021-08-03,356,market_1,0.003107318121049696
3.1 Global Damping,sp500_full,357,357,test,0.225,2021-06-03,2020-03-04,2021-08-03,356,block_2_3,0.011936689814377677
3.1 Global Damping,sp500_full,357,357,test,0.225,2021-06-03,2020-03-04,2021-08-03,356,block_4_6,0.10762104366045522
3.1 Global Damping,sp500_full,357,357,test,0.225,2021-06-03,2020-03-04,2021-08-03,356,top_3,0.008009712385966003
3.1 Global Damping,sp500_full,357,357,test,0.225,2021-06-03,2020-03-04,2021-08-03,356,top_6,0.056047924439065255
3.1 Global Damping,sp500_full,357,357,test,0.225,2021-06-03,2020-03-04,2021-08-03,356,flag_nested,0.022388318315360315
3.1 Global Damping,sp500_full,357,357,test,0.225,2021-06-23,2020-03-24,2021-08-23,357,market_1,0.006092376336143013
3.1 Global Damping,sp500_full,357,357,test,0.225,2021-06-23,2020-03-24,2021-08-23,357,block_2_3,0.011283535756924423
3.1 Global Damping,sp500_full,357,357,test,0.225,2021-06-23,2020-03-24,2021-08-23,357,block_4_6,0.04076600312217297
3.1 Global Damping,sp500_full,357,357,test,0.225,2021-06-23,2020-03-24,2021-08-23,357,top_3,0.006736048460945998
3.1 Global Damping,sp500_full,357,357,test,0.225,2021-06-23,2020-03-24,2021-08-23,357,top_6,0.022935039829799237
3.1 Global Damping,sp500_full,357,357,test,0.225,2021-06-23,2020-03-24,2021-08-23,357,flag_nested,0.011921154875629414
3.1 Global Damping,sp500_full,357,357,test,0.225,2021-07-14,2020-04-15,2021-09-13,358,market_1,0.009362623657857672
3.1 Global Damping,sp500_full,357,357,test,0.225,2021-07-14,2020-04-15,2021-09-13,358,block_2_3,0.013435201606981972
3.1 Global Damping,sp500_full,357,357,test,0.225,2021-07-14,2020-04-15,2021-09-13,358,block_4_6,0.04078315884130509
3.1 Global Damping,sp500_full,357,357,test,0.225,2021-07-14,2020-04-15,2021-09-13,358,top_3,0.007220187615719335
3.1 Global Damping,sp500_full,357,357,test,0.225,2021-07-14,2020-04-15,2021-09-13,358,top_6,0.02265924107009824
