component,n_triples,mean_cosine,median_cosine,q25_cosine,q75_cosine,mean_residual_cosine,median_residual_cosine,q25_residual_cosine,q75_residual_cosine,mean_erse_outgoing_cosine,median_erse_outgoing_cosine,q25_erse_outgoing_cosine,q75_erse_outgoing_cosine,mean_outgoing_erse_attributed_fraction,median_outgoing_erse_attributed_fraction,q25_outgoing_erse_attributed_fraction,q75_outgoing_erse_attributed_fraction,mean_outgoing_residual_energy_fraction,median_outgoing_residual_energy_fraction,q25_outgoing_residual_energy_fraction,q75_outgoing_residual_energy_fraction,mean_incoming_speed,median_incoming_speed,q25_incoming_speed,q75_incoming_speed,mean_outgoing_speed,median_outgoing_speed,q25_outgoing_speed,q75_outgoing_speed,positive_fraction,all_positive_window_fraction,mean_positive_correlation_fraction,replicate
block_4_6,450,0.005374368463717247,0.010308432893576925,-0.14638105738985294,0.17437283390531413,0.004632795648262444,0.009832062654382544,-0.14574480314671348,0.17069119986277775,0.0033160163129612214,-0.0004818562774711077,-0.013437620967859979,0.010106104824785675,0.004152141627299905,0.00013504319787549512,2.6599700461399367e-05,0.00043047820740882425,0.9958478583727002,0.9998649568021245,0.9995695217925912,0.9999734002995386,0.9707050495897892,0.894541734730551,0.7597569925643536,1.1312022251493148,0.9707913278086236,0.8938701017009782,0.7597569925643536,1.131202225149314,0.5133333333333333,0.0044444444444444444,0.9953279832974489,3
top_3,450,0.037225827003939414,0.03443996000209003,-0.13795106064481946,0.19411994819619102,0.03758017469226573,0.03523491554982981,-0.13815296023835488,0.19453321223732173,-0.018679650328430185,-0.018391315598823378,-0.030240329040687398,-0.007762983849303025,0.000627853253376027,0.0003629641825078078,9.027507793180067e-05,0.0009258324103311455,0.999372146746624,0.9996370358174922,0.9990741675896688,0.9999097249220682,0.4119861413967787,0.3554033188935225,0.30685443828054426,0.4407813731930678,0.4120829165718293,0.35618534755549536,0.30685443828054415,0.44078137319306787,0.5577777777777778,0.0044444444444444444,0.9953279832974489,3
top_6,450,0.002735551398437211,0.019882041231569746,-0.13672751634485575,0.1425337006146236,0.002105980188778715,0.01968848110887729,-0.1357218397010426,0.13984090611501668,-0.0027142171546538627,-0.007493146504520318,-0.012279475328937863,-0.002931118781776368,0.003635757219176942,6.257443980217658e-05,1.7227546258102855e-05,0.0001539922739307864,0.996364242780823,0.9999374255601978,0.9998460077260692,0.9999827724537419,0.9579707789141046,0.8838059177503441,0.7558350214364419,1.1110068189600468,0.9582029837693574,0.8844127783125175,0.7558350214364414,1.1110068189600457,0.5222222222222223,0.0044444444444444444,0.9953279832974489,3
flag_nested,450,0.013627359251047279,0.014116416025807037,-0.11730405030242064,0.1531590995723164,0.013742521233527927,0.01453392126618913,-0.11026225016855226,0.1503690372288886,-0.015252022130440947,-0.018992272528975264,-0.028694179399686656,-0.007694845916418079,0.0024390854274604933,0.0003849354725018461,9.882185663284693e-05,0.0008602376831192415,0.9975609145725395,0.9996150645274982,0.9991397623168807,0.9999011781433671,0.4725538455940374,0.4445424277278003,0.3883993288274159,0.535120992813995,0.47265524833551614,0.44454242772779984,0.3898527279283844,0.5351209928139947,0.5333333333333333,0.0044444444444444444,0.9953279832974489,3
market_1,450,0.0008061743934053853,0.011260168207006715,-0.08376666116160539,0.08227803543550088,0.012591576655402585,0.017169587339433245,-0.06944105284961602,0.09715239936167738,-0.10200626039742676,-0.10106713149850838,-0.15546114380959294,-0.04322570908786538,0.01886214186788323,0.010956087530015757,0.0036103938244276823,0.024614118404597762,0.9811378581321168,0.9890439124699842,0.9753858815954022,0.9963896061755724,0.06195934693535494,0.061127428520154556,0.05635018114989285,0.06689939639578676,0.06197697569428865,0.0611274285201546,0.05638242015766601,0.06689939639578675,0.5244444444444445,0.0022222222222222222,0.9957285835453775,4
block_2_3,450,0.030316859008047932,0.03694461925199814,-0.14220020349027035,0.19841221662254302,0.030244313394927693,0.03743735785482329,-0.14266986269643003,0.19651146164557642,-0.003773781555269448,-0.003945717715078919,-0.0318054008874554,0.022142985704051314,0.001339399012713081,0.00037960402086295586,1.7360634528063024e-05,0.00174190415685338,0.9986606009872869,0.999620395979137,0.9982580958431466,0.9999826393654719,0.40808199873652407,0.3597313026605883,0.30489139345511207,0.4529245669524672,0.4081184716815502,0.35973130266058856,0.30489139345511185,0.4529245669524669,0.5711111111111111,0.0022222222222222222,0.9957285835453775,4
block_4_6,450,0.0194515099928793,0.034240113118208564,-0.15204789016991416,0.1809971794485668,0.01896725920044799,0.034170122369160505,-0.15079359636493503,0.17569890655143133,-0.003355075166069891,-0.0008153886041001576,-0.012629503260140689,0.009367762390346625,0.004119327650509187,0.00011328128671705961,2.2478577963724877e-05,0.000410764414699033,0.9958806723494908,0.9998867187132829,0.999589235585301,0.9999775214220363,0.987566143515673,0.9102069234282688,0.763292010361607,1.176953975956482,0.9890326916369395,0.9148328442707618,0.7632920103616074,1.1808492098880108,0.5444444444444444,0.0022222222222222222,0.9957285835453775,4
top_3,450,0.029374926255086732,0.034416981151927914,-0.13884710238505552,0.19135815561706107,0.02971198048246843,0.034635654383524846,-0.1388555980283444,0.19212904413955628,-0.016532876539532053,-0.015949367303975722,-0.02515345167193959,-0.00584676643576177,0.0005595675546192807,0.0002688202698139519,5.823008431726784e-05,0.0006649748625050522,0.9994404324453808,0.999731179730186,0.999335025137495,0.9999417699156827,0.41207586021152304,0.36442243472694313,0.3110043725186248,0.45506776164596213,0.41211992488594235,0.3644224347269433,0.3110043725186248,0.455067761645962,0.5688888888888889,0.0022222222222222222,0.9957285835453775,4
top_6,450,0.013366049841953448,0.02589426840703017,-0.14948232465579192,0.17241260677101633,0.012977220034617844,0.027507832722363065,-0.148203834311702,0.17133052359771417,-0.004130892539979492,-0.006001952916284499,-0.0104985490426092,-0.0024347602014075623,0.003702914508837901,4.045813832442846e-05,1.1862175444882217e-05,0.00011754035006950048,0.996297085491162,0.9999595418616756,0.9998824596499305,0.9999881378245551,0.9811096670829402,0.8955901801621935,0.7754480419789481,1.1457225774721578,0.9824094743907694,0.8965128468945512,0.7754480419789477,1.1498715265124977,0.5422222222222223,0.0022222222222222222,0.9957285835453775,4
flag_nested,450,0.021380554732252813,0.02547752313029048,-0.10130502113977821,0.15511484226800432,0.021402326834840134,0.025505676011849172,-0.10126202836090474,0.15574333606619176,-0.014987422717847846,-0.015716948605749105,-0.026004144474553258,-0.00634499479423683,0.0024042541287662765,0.0002717460178568998,8.33213800326138e-05,0.0007143695009720341,0.9975957458712338,0.999728253982143,0.999285630499028,0.9999166786199674,0.47865981034562993,0.45080099693403863,0.39110114733183704,0.5550947850978918,0.47913692278728437,0.4511630620066538,0.39110114733183715,0.5556559836381598,0.5555555555555556,0.0022222222222222222,0.9957285835453775,4
market_1,450,0.017832918397596896,0.020185129606341737,-0.06347142717783828,0.11014084096377331,0.029738216630931708,0.03793716439157717,-0.04830860166103938,0.12099856020741565,-0.1049040596156548,-0.09921924422846512,-0.17303657809978168,-0.0421610689259376,0.01957725779852391,0.010820056939324252,0.002747569211272477,0.029941828132130893,0.9804227422014761,0.9891799430606758,0.9700581718678691,0.9972524307887275,0.06190386068919751,0.06116242854063497,0.05623704832202384,0.06639787541950203,0.061838255059633175,0.061118942725751114,0.05618508701683385,0.06629334793938585,0.5711111111111111,0.008888888888888889,0.996069419977817,5
