,raw,raw,raw,raw,raw,raw,standardised,standardised,standardised,standardised,standardised,standardised,T,N,P,Q
820,177,0.2805901846540688,0.07702591387990808,0.20356427077416073,3.642802409219577,57.11363951859595,177,0.23677677703364347,0.09704362579497522,0.13973315123866825,2.4399003550617895,48.8849603697116,250,29,3,6
830,176,0.28351313398163597,0.07688891430023576,0.2066242196814002,3.6873083273691987,57.451526467694435,176,0.2355842604030709,0.09699885501087602,0.13858540539219488,2.4287323842807833,48.712243976877446,250,29,3,6
840,175,0.2869246597033273,0.07677745837250674,0.21014720133082057,3.73709505088374,57.83517654851291,175,0.23593346413124403,0.09694701284187567,0.13898645128936837,2.4336331488218277,48.77271409367352,250,29,3,6
850,174,0.29132789035655615,0.0766531765068105,0.21467471384974565,3.8005977525363503,58.31998933388742,174,0.23611875712186414,0.096944742035959,0.13917401508590516,2.435601479390005,48.800951030444196,250,29,3,6
860,173,0.2956989337980906,0.07656999867822804,0.21912893511986253,3.861811922456906,58.78816153108598,173,0.2375378965670291,0.09690946872420025,0.14062842784282883,2.4511319656807804,49.018958602240986,250,29,3,6
870,172,0.297747450114387,0.07643763137828165,0.2213098187361054,3.8952992753120097,59.014283320540116,172,0.2398223683482202,0.09687239554120859,0.1429499728070116,2.47565229504624,49.36350843226409,250,29,3,6
880,171,0.3033445207052714,0.07626893224048827,0.22707558846478315,3.977301265327501,59.602517015193065,171,0.241372004408184,0.09683223300771902,0.14453977140046498,2.492682414841584,49.59706175666084,250,29,3,6
890,170,0.30831673608850035,0.0760286910473489,0.23228804504115147,4.0552682394135635,60.12265193897548,170,0.24356580354741852,0.09686548967770622,0.1467003138697123,2.5144744981707934,49.911400613791,250,29,3,6
900,169,0.3157586368857051,0.07592125531639207,0.23983738156931303,4.159028134740681,60.85708026445276,169,0.24623972365153682,0.09692125502281888,0.14931846862871795,2.5406163342969794,50.287684952701774,250,29,3,6
910,168,0.32236876667086,0.07578091683797009,0.24658784983288992,4.253957066264166,61.495567692353504,168,0.24836142443665082,0.09696877849652859,0.15139264594012225,2.561251449048025,50.58225996812036,250,29,3,6
920,167,0.32661347505037763,0.0756440774301543,0.2509693976202233,4.317766653337204,61.90110845680972,167,0.2494816236436153,0.09701219747441335,0.15246942616920195,2.5716521235323557,50.73397603774069,250,29,3,6
930,166,0.32991334941154127,0.07551969201502087,0.2543936573965204,4.368573819738585,62.21330870416031,166,0.2512539775032866,0.09704337862363749,0.1542105988796491,2.589089344031629,50.977581667194876,250,29,3,6
940,165,0.33271358356226977,0.07550454808081657,0.2572090354814532,4.406536983787368,62.46694241921195,165,0.2531916630726651,0.09708735062943834,0.15610431244322676,2.6078748820641278,51.24014709822947,250,29,3,6
950,164,0.3358609257282045,0.07547561466726302,0.2603853110609414,4.449926339902755,62.749837872873584,164,0.25476931214297055,0.09712709273447653,0.15764221940849402,2.62305094253621,51.45158095545296,250,29,3,6
960,163,0.3347365000155826,0.07546603195604695,0.25927046805953563,4.435591634267194,62.650933348325005,163,0.25448268380381284,0.09719225936777458,0.15729042443603825,2.6183431217588304,51.40335655958906,250,29,3,6
970,162,0.33607473405713223,0.07543138450203281,0.26064334955509944,4.455370086016058,62.7726704289066,162,0.25354109922524,0.09725231219186943,0.15628878703337057,2.607044434326948,51.2655935252753,250,29,3,6
980,161,0.3368656535216107,0.07538774947821268,0.261477904043398,4.468440241991386,62.846363214483965,161,0.2538278723492989,0.09733657214292273,0.15649130020637614,2.607733832835149,51.29350155910729,250,29,3,6
990,160,0.34043628108122254,0.07537524229524331,0.2650610387859792,4.516553057935661,63.160129880343824,160,0.253251013194845,0.09743426656898588,0.15581674662585912,2.5991986404037535,51.200434040116015,250,29,3,6
1000,159,0.3436614363637439,0.07536183916423428,0.26829959719950963,4.560151930671578,63.440100148106524,159,0.2530280589048292,0.09753651930601782,0.1554915395988114,2.5941879073105065,51.155454680753024,250,29,3,6
