,raw,raw,raw,standardised,standardised,standardised,T,N,null_mode1,null_mode2,null_mode3
,mode1,mode2,mode3,mode1,mode2,mode3,,,,,
70,14.190845263291807,0.4494883016309565,0.2446877786679946,6.716927620363524,0.2662634156186931,0.11031689197421596,26,26,18.741635257465234,0.3451713693283746,0.2449756413868992
75,14.347408965562465,0.44939604339967754,0.24504888540116357,6.885448237737812,0.25633492845483313,0.11195947219137993,26,26,18.741635257465234,0.3451713693283746,0.2449756413868992
80,14.364896938590201,0.4420178608971874,0.24392729677744213,6.995949341155981,0.25517386784839696,0.11185354378369324,26,26,18.741635257465234,0.3451713693283746,0.2449756413868992
85,14.353680974082579,0.4511651339721404,0.24310272379189685,7.097645369270097,0.2561484933997591,0.11080292154992841,26,26,18.741635257465234,0.3451713693283746,0.2449756413868992
90,14.282152901287805,0.4455949153531878,0.24084294795111624,7.17023448721901,0.24471063165988863,0.10887540796589013,26,26,18.741635257465234,0.3451713693283746,0.2449756413868992
95,14.24650616958327,0.44630521377806204,0.2486360839791433,7.20922994101752,0.24595537937822742,0.11045725924277423,26,26,18.741635257465234,0.3451713693283746,0.2449756413868992
100,14.114974985695898,0.4420145822292287,0.24847718110975373,7.212747051116952,0.2499647715375635,0.11265942438148592,26,26,18.741635257465234,0.3451713693283746,0.2449756413868992
105,14.008882608029088,0.4491677062446766,0.25043061430488267,7.226417140919955,0.25270752276273817,0.11372487415296424,26,26,18.741635257465234,0.3451713693283746,0.2449756413868992
110,13.849695458031196,0.45137005749542153,0.2498648794437491,7.190121371901299,0.2531013022700754,0.11169058464408828,26,26,18.741635257465234,0.3451713693283746,0.2449756413868992
115,13.638147684975182,0.45388853421726794,0.24917788764535134,7.078449111037872,0.26736958089897345,0.11208938375947196,26,26,18.741635257465234,0.3451713693283746,0.2449756413868992
120,13.356809924435,0.45432716903900827,0.2481530633065668,6.947674495362934,0.2780095658135694,0.11096630425869412,26,26,18.741635257465234,0.3451713693283746,0.2449756413868992
125,13.05880198422285,0.45528319455125943,0.23918367599441284,6.746588070575475,0.28213584216027526,0.11166995911645661,26,26,18.741635257465234,0.3451713693283746,0.2449756413868992
130,12.73813193840656,0.45237653246680937,0.23089971021151004,6.529984252464951,0.27758277841877804,0.10977717700242492,26,26,18.741635257465234,0.3451713693283746,0.2449756413868992
135,12.405401681295684,0.44213889127676187,0.22176801251596875,6.266912345595931,0.2762938644577891,0.10527147327617375,26,26,18.741635257465234,0.3451713693283746,0.2449756413868992
140,12.284174219058576,0.4498623805365425,0.2171017234543772,6.027757135372256,0.27451646299899946,0.10178370928015124,26,26,18.741635257465234,0.3451713693283746,0.2449756413868992
145,12.179644259105054,0.4530834683006509,0.2138206829097893,5.779559413496141,0.2728884738205196,0.1004258515967048,26,26,18.741635257465234,0.3451713693283746,0.2449756413868992
150,12.278244773539921,0.4546576748442618,0.21325466697521603,5.6801696205920065,0.2684520079011952,0.09924903217384085,26,26,18.741635257465234,0.3451713693283746,0.2449756413868992
155,12.378748561310951,0.445619379415601,0.2193760789812428,5.65570543332309,0.26715813537566224,0.09757476715888017,26,26,18.741635257465234,0.3451713693283746,0.2449756413868992
160,12.60457079669542,0.44645603782997517,0.21874620568995878,5.752903066537783,0.26576675276007306,0.09919160661859146,26,26,18.741635257465234,0.3451713693283746,0.2449756413868992
165,12.935804170771151,0.4446775919359453,0.2255309244994004,5.931743625121234,0.2646807862925843,0.10250399921432948,26,26,18.741635257465234,0.3451713693283746,0.2449756413868992
170,13.25655726410546,0.44885721744528995,0.23457607370305195,6.190556991814965,0.26611521109387004,0.10614912009329332,26,26,18.741635257465234,0.3451713693283746,0.2449756413868992
175,13.473158064850274,0.45342133420857184,0.23752959022774145,6.440871074252905,0.27589819273317157,0.10838398811685845,26,26,18.741635257465234,0.3451713693283746,0.2449756413868992
180,13.853202220170745,0.46232767407564174,0.2432354284728884,6.722822899662912,0.2793060813791698,0.10777507072006536,26,26,18.741635257465234,0.3451713693283746,0.2449756413868992
185,14.258846430306253,0.48173200496331703,0.2554729036957097,6.935245119964737,0.2832806808530007,0.10956686689835322,26,26,18.741635257465234,0.3451713693283746,0.2449756413868992
190,14.727392675959068,0.4976043347930605,0.2626494876877745,7.226706196135926,0.2780386757994703,0.11203921097600054,26,26,18.741635257465234,0.3451713693283746,0.2449756413868992
195,15.140064413022639,0.5071165075758927,0.2682670274001531,7.516482474817695,0.28095373367616633,0.11665330682995705,26,26,18.741635257465234,0.3451713693283746,0.2449756413868992
200,15.407672074666761,0.5159946296283336,0.27192788367042975,7.719418601884206,0.2803821622647174,0.11772616523080337,26,26,18.741635257465234,0.3451713693283746,0.2449756413868992
205,15.586256618783766,0.5232062965222953,0.2745391980821433,7.743453349666243,0.2805714337188042,0.11940664535528352,26,26,18.741635257465234,0.3451713693283746,0.2449756413868992
210,15.744692749978636,0.5270187983445523,0.27882387868586084,7.826506118343056,0.2766756100129859,0.12540590406601018,26,26,18.741635257465234,0.3451713693283746,0.2449756413868992
215,15.710648918593336,0.5325090507197399,0.28099103594748515,7.77424718612235,0.27664677130114923,0.13055056161797587,26,26,18.741635257465234,0.3451713693283746,0.2449756413868992
220,15.70628609037704,0.5394614735829806,0.2896079909733632,7.681976223740528,0.2764348301156794,0.13412600499394625,26,26,18.741635257465234,0.3451713693283746,0.2449756413868992
225,15.784279174381357,0.5441243093498946,0.2855635884698546,7.545638779152916,0.27184233881056696,0.12929978559523148,26,26,18.741635257465234,0.3451713693283746,0.2449756413868992
230,15.936537712049576,0.546992977458224,0.2857262598517186,7.494629103257313,0.27108160351467714,0.13051442436195745,26,26,18.741635257465234,0.3451713693283746,0.2449756413868992
235,15.956734595933264,0.5432277360536539,0.2826882543090098,7.349673973834749,0.27209448604584646,0.13017154628583044,26,26,18.741635257465234,0.3451713693283746,0.2449756413868992
240,15.859320410176618,0.5357973887167853,0.2808054729683356,7.210270894539155,0.2724955573769974,0.12766312578134503,26,26,18.741635257465234,0.3451713693283746,0.2449756413868992
245,15.614648576027513,0.5330696800010697,0.2779139226364888,7.0819365834113235,0.27717069959904006,0.12480274904513834,26,26,18.741635257465234,0.3451713693283746,0.2449756413868992
250,15.18696154722679,0.5283554782359425,0.27203908823177814,6.931993882874846,0.28019209054977856,0.12101811958658251,26,26,18.741635257465234,0.3451713693283746,0.2449756413868992
255,14.67422916291466,0.5142287030297223,0.2707103948061018,6.803314296394533,0.2855501308572294,0.11772161925642152,26,26,18.741635257465234,0.3451713693283746,0.2449756413868992
260,14.23860292604354,0.515140627140678,0.2603141200872281,6.69757969410612,0.28992300305794044,0.11703667641637895,26,26,18.741635257465234,0.3451713693283746,0.2449756413868992
265,13.78438928443265,0.5119584199615965,0.2504137337685414,6.60242489692958,0.28839817089697206,0.11577248202645728,26,26,18.741635257465234,0.3451713693283746,0.2449756413868992
270,13.428847832929325,0.508511871273869,0.24272108322761712,6.523636941461911,0.28625364442657547,0.11103023642560196,26,26,18.741635257465234,0.3451713693283746,0.2449756413868992
275,13.06315028776817,0.5048379637252597,0.2367249997915961,6.431582599787433,0.2900034782534122,0.10914902250295128,26,26,18.741635257465234,0.3451713693283746,0.2449756413868992
280,12.870513281905621,0.5071681388904432,0.23093379279121717,6.377260730399343,0.2924207929681338,0.10741163736514199,26,26,18.741635257465234,0.3451713693283746,0.2449756413868992
285,12.755783337428092,0.5016055291772515,0.23241951983973574,6.325747960669026,0.30025448050849995,0.10813817310231483,26,26,18.741635257465234,0.3451713693283746,0.2449756413868992
290,12.919466913434427,0.49213961283447993,0.23603626260322527,6.351133426415165,0.3008468510164577,0.10385923730288217,26,26,18.741635257465234,0.3451713693283746,0.2449756413868992
295,13.071041468658564,0.48967781327788934,0.23547339262505138,6.393655530218736,0.3083085719156197,0.10143600786358982,26,26,18.741635257465234,0.3451713693283746,0.2449756413868992
