component,n_triples,mean_cosine,median_cosine,q25_cosine,q75_cosine,positive_fraction,mean_incoming_speed,mean_outgoing_speed,replicate,mean_relative_gap_1,mean_relative_gap_3,mean_relative_gap_6
flag_nested,462,0.0023655752704536985,0.013384171673835842,-0.1683048885367917,0.1856383547325377,0.512987012987013,0.6536083857252603,0.6547690224807343,17,0.16460427780749867,0.13105874155847141,0.06727290592771598
market_1,462,0.03650888983022602,0.04264411907775255,-0.2689497922425398,0.3756849079460719,0.5497835497835498,0.32029657014498536,0.32027570353102613,18,0.17615652855226166,0.13449137507000014,0.06773316168527983
block_2_3,462,-0.023733361606492216,-0.017647785555339357,-0.2501283495041705,0.22842236697965643,0.487012987012987,0.6083442735813663,0.6083062385499505,18,0.17615652855226166,0.13449137507000014,0.06773316168527983
block_4_6,462,0.020705212463719386,0.02520256805614019,-0.16237890350585282,0.211318663778926,0.5476190476190477,1.0215223276795427,1.0205384013613463,18,0.17615652855226166,0.13449137507000014,0.06773316168527983
top_3,462,-0.00557466036360544,-0.018743591345334987,-0.21462724038955217,0.22923913379607594,0.4805194805194805,0.5593167562792919,0.5595352998463622,18,0.17615652855226166,0.13449137507000014,0.06773316168527983
top_6,462,0.04510377701959271,0.05855011929475795,-0.1346068419348098,0.21766623217434938,0.577922077922078,0.9378596571451498,0.9367022614246955,18,0.17615652855226166,0.13449137507000014,0.06773316168527983
flag_nested,462,0.00879304218019706,0.014636029662199075,-0.13602650939225475,0.17416616050859707,0.5151515151515151,0.6269287562566178,0.6266932056912266,18,0.17615652855226166,0.13449137507000014,0.06773316168527983
market_1,462,-0.02472250998801443,-0.03659050397030749,-0.36223983209622307,0.33458131681815706,0.47186147186147187,0.3268097627369049,0.3302305916471745,19,0.1671480423993137,0.14339363221534177,0.06395141129227946
block_2_3,462,0.012274833993784675,0.02113998450245866,-0.23346308903905671,0.24368731532013038,0.5173160173160173,0.571260231752183,0.572265688082995,19,0.1671480423993137,0.14339363221534177,0.06395141129227946
block_4_6,462,0.026360780548686298,0.02472541952732594,-0.1533810601908404,0.2300056166300513,0.5367965367965368,0.9965816182353039,0.9932477586883545,19,0.1671480423993137,0.14339363221534177,0.06395141129227946
top_3,462,0.023508807938001964,0.02425848371334436,-0.17401687063558757,0.2209385731704702,0.5324675324675324,0.5124420058374839,0.5106846517424672,19,0.1671480423993137,0.14339363221534177,0.06395141129227946
top_6,462,0.023181929408691033,0.03915815638261309,-0.16418124149793112,0.21178884033850623,0.5367965367965368,0.9478594245655654,0.9451387947424283,19,0.1671480423993137,0.14339363221534177,0.06395141129227946
flag_nested,462,0.007796865549667428,0.00558618380203727,-0.14124265751665646,0.16769783650341105,0.5216450216450217,0.6129003596868757,0.6142480328713231,19,0.1671480423993137,0.14339363221534177,0.06395141129227946
market_1,462,0.006890456967256,0.0063220751368401,-0.32609872441015053,0.3385992037412349,0.5108225108225108,0.3478646357529661,0.3473284998595391,20,0.17632715115747657,0.12895636972449273,0.07069898370629948
block_2_3,462,-0.015008592221766225,-0.01396335673816743,-0.2655933383426067,0.27824109006379294,0.48917748917748916,0.6293097358240705,0.6278759446119185,20,0.17632715115747657,0.12895636972449273,0.07069898370629948
block_4_6,462,0.01606177240607597,-0.0019283879109217392,-0.19665391671838317,0.2156209585583475,0.49783549783549785,1.016055531996647,1.0158164234082714,20,0.17632715115747657,0.12895636972449273,0.07069898370629948
top_3,462,0.0032303431943237417,0.002299352897510735,-0.19722275119821786,0.21872585224967497,0.5086580086580087,0.5570037619827807,0.5558952323139463,20,0.17632715115747657,0.12895636972449273,0.07069898370629948
top_6,462,0.026010914525148403,0.021147297739704345,-0.14889451964803133,0.20905806983634645,0.5346320346320347,0.9358581323610133,0.9357521532693709,20,0.17632715115747657,0.12895636972449273,0.07069898370629948
flag_nested,462,0.004477133273491979,0.004836035118597508,-0.18196075965768332,0.19232184035062005,0.512987012987013,0.6436769728132651,0.6430124253673541,20,0.17632715115747657,0.12895636972449273,0.07069898370629948
market_1,462,0.0011400089189519623,-0.010065387587252308,-0.3373609413733891,0.3480107416487652,0.4935064935064935,0.3398597301587528,0.33940247321885353,21,0.17551140118198055,0.12953071058052956,0.06977724342989323
block_2_3,462,-0.014083963552128171,-0.026237679184456752,-0.27895808246180853,0.24705055027655964,0.4696969696969697,0.6239095030834487,0.6210560090232047,21,0.17551140118198055,0.12953071058052956,0.06977724342989323
block_4_6,462,0.005822280942938392,0.011847738099669604,-0.19670960967697626,0.22018328471140736,0.5108225108225108,1.0260280746568937,1.0239026421057555,21,0.17551140118198055,0.12953071058052956,0.06977724342989323
top_3,462,-0.023312527427499737,-0.03157970322155167,-0.20276721280279308,0.1584901704533114,0.46320346320346323,0.5523019270657645,0.5495257320144917,21,0.17551140118198055,0.12953071058052956,0.06977724342989323
top_6,462,0.016393234092320585,0.011797725122673223,-0.17178087708519946,0.22499547661143277,0.512987012987013,0.9458623720088444,0.9449649436291351,21,0.17551140118198055,0.12953071058052956,0.06977724342989323
flag_nested,462,-0.0007968903873122271,0.0213253984933403,-0.17741602071404766,0.16753342811739613,0.5303030303030303,0.6430278455758104,0.6414621370112207,21,0.17551140118198055,0.12953071058052956,0.06977724342989323
market_1,462,-0.00799049394067162,0.013300907659019305,-0.3727494548650774,0.35904314899356277,0.5043290043290043,0.3385244111945765,0.338776235440802,22,0.16034160124164204,0.13630391015324317,0.06696922163228991
block_2_3,462,-0.03892210775167433,-0.03298449311885133,-0.2781941689113908,0.1896105151914733,0.461038961038961,0.6184045014423443,0.6185499328244951,22,0.16034160124164204,0.13630391015324317,0.06696922163228991
