component,n_triples,mean_cosine,median_cosine,q25_cosine,q75_cosine,positive_fraction,mean_incoming_speed,mean_outgoing_speed,replicate,mean_abs_cross_correlation,original_mean_abs_cross_correlation,median_relative_spectrum_error,median_abs_lag1_error,mean_relative_gap_1,mean_relative_gap_3,mean_relative_gap_6
block_2_3,446,0.01623984499096388,0.0166446599507494,-0.12255797162909257,0.1672903423422838,0.5291479820627802,1.4334626214295858,1.4351680908591988,11,0.010336774754015534,0.31831520286799636,0.0006834485255140405,0.00011300360985404961,0.027114131309757133,0.01764882155871466,0.014398390931454752
block_4_6,446,0.007041098325594529,0.0069990735432474745,-0.09366809909301159,0.10071333232836424,0.531390134529148,1.8372380630262113,1.8365425816318608,11,0.010336774754015534,0.31831520286799636,0.0006834485255140405,0.00011300360985404961,0.027114131309757133,0.01764882155871466,0.014398390931454752
top_3,446,0.030993534821080502,0.028205140924268353,-0.08300242518551953,0.14998510391503125,0.5807174887892377,1.3989383154830666,1.4012669255003152,11,0.010336774754015534,0.31831520286799636,0.0006834485255140405,0.00011300360985404961,0.027114131309757133,0.01764882155871466,0.014398390931454752
top_6,446,0.031627354161458156,0.031668997032320664,-0.03342248490814555,0.10641827272708868,0.6367713004484304,1.813740062454726,1.8126390840229454,11,0.010336774754015534,0.31831520286799636,0.0006834485255140405,0.00011300360985404961,0.027114131309757133,0.01764882155871466,0.014398390931454752
flag_nested,446,0.021781229252834777,0.021390117963508367,-0.0676324234034343,0.11055408380972538,0.5807174887892377,1.420666090758058,1.4213057626726406,11,0.010336774754015534,0.31831520286799636,0.0006834485255140405,0.00011300360985404961,0.027114131309757133,0.01764882155871466,0.014398390931454752
market_1,446,0.01613725715162957,0.00845647676253178,-0.21670937532285,0.24819598116690517,0.5112107623318386,0.8823025152525722,0.8811623577528809,12,0.010282880848810017,0.31831520286799636,0.0006854558798040173,0.00011472392560842211,0.025582291342354378,0.01699153693191827,0.014740703015262039
block_2_3,446,-0.007373087243539346,-0.013687974933678838,-0.16291668751437846,0.14542320356723287,0.4798206278026906,1.407628595635383,1.4063047000895306,12,0.010282880848810017,0.31831520286799636,0.0006854558798040173,0.00011472392560842211,0.025582291342354378,0.01699153693191827,0.014740703015262039
block_4_6,446,0.0036527904664472375,-0.002625008359904836,-0.09092858763747794,0.09686262264620049,0.4910313901345291,1.8033666510496291,1.8020422076315692,12,0.010282880848810017,0.31831520286799636,0.0006854558798040173,0.00011472392560842211,0.025582291342354378,0.01699153693191827,0.014740703015262039
top_3,446,0.009706350378293262,0.01317120008281206,-0.10712996105242945,0.11887427911210874,0.5358744394618834,1.3639472574880194,1.3615087184974086,12,0.010282880848810017,0.31831520286799636,0.0006854558798040173,0.00011472392560842211,0.025582291342354378,0.01699153693191827,0.014740703015262039
top_6,446,0.030203093859988813,0.031260675500351914,-0.047683238633361845,0.11140017951839098,0.600896860986547,1.7733986293243995,1.772282478044379,12,0.010282880848810017,0.31831520286799636,0.0006854558798040173,0.00011472392560842211,0.025582291342354378,0.01699153693191827,0.014740703015262039
flag_nested,446,0.01643272002898833,0.013905611883913642,-0.07753851964658154,0.10736914546692707,0.5560538116591929,1.4104388348385464,1.4086288469065245,12,0.010282880848810017,0.31831520286799636,0.0006854558798040173,0.00011472392560842211,0.025582291342354378,0.01699153693191827,0.014740703015262039
market_1,446,0.060307754904658506,0.08115789022669595,-0.16909002014388025,0.2861112936687974,0.5852017937219731,0.8469336560948092,0.8460255368612948,13,0.010298597086223339,0.31831520286799636,0.0006823345747396408,0.00010100506922692751,0.02580644007027242,0.017350818454987878,0.014039817420439724
block_2_3,446,0.005471899673302722,0.011123808619564106,-0.1515265422178264,0.17374675337401826,0.5224215246636771,1.417950513847921,1.4177226637820821,13,0.010298597086223339,0.31831520286799636,0.0006823345747396408,0.00010100506922692751,0.02580644007027242,0.017350818454987878,0.014039817420439724
block_4_6,446,0.025850961118378063,0.0267084772261097,-0.06500048096410944,0.12257132500352261,0.5695067264573991,1.8377981903996434,1.8360553514948463,13,0.010298597086223339,0.31831520286799636,0.0006823345747396408,0.00010100506922692751,0.02580644007027242,0.017350818454987878,0.014039817420439724
top_3,446,0.025715297997244018,0.03434734173858105,-0.08431972004227435,0.14299956323234123,0.5964125560538116,1.3878458057788017,1.3864462937657482,13,0.010298597086223339,0.31831520286799636,0.0006823345747396408,0.00010100506922692751,0.02580644007027242,0.017350818454987878,0.014039817420439724
top_6,446,0.03630106890303345,0.038556552993609744,-0.029972626306268513,0.11485121609170014,0.6367713004484304,1.825915686956913,1.8250898279118248,13,0.010298597086223339,0.31831520286799636,0.0006823345747396408,0.00010100506922692751,0.02580644007027242,0.017350818454987878,0.014039817420439724
flag_nested,446,0.0387005965865471,0.04366892926336395,-0.05978621866708275,0.13476777635459974,0.6300448430493274,1.4065514897604159,1.405344625918348,13,0.010298597086223339,0.31831520286799636,0.0006823345747396408,0.00010100506922692751,0.02580644007027242,0.017350818454987878,0.014039817420439724
market_1,446,0.02659044977588368,0.04945713925560577,-0.1587750678141932,0.2102463693956653,0.5650224215246636,0.8111960109715305,0.8133800183320887,14,0.010236987742946676,0.31831520286799636,0.0006855269981015374,0.00012052658838075658,0.028253768843838463,0.018501524387539655,0.01401958935721048
block_2_3,446,0.008995128492926835,0.006298747875843608,-0.15575279547391166,0.16540518104244448,0.515695067264574,1.388343500416066,1.3907497193172935,14,0.010236987742946676,0.31831520286799636,0.0006855269981015374,0.00012052658838075658,0.028253768843838463,0.018501524387539655,0.01401958935721048
block_4_6,446,0.01821686659509416,0.012742196078836563,-0.07400777497108556,0.11172367869421804,0.5381165919282511,1.83144865515188,1.8333681929455823,14,0.010236987742946676,0.31831520286799636,0.0006855269981015374,0.00012052658838075658,0.028253768843838463,0.018501524387539655,0.01401958935721048
top_3,446,0.023259492724053893,0.03255355416369109,-0.08319985102450311,0.14150702737593973,0.5739910313901345,1.3660969335353075,1.3665845823681206,14,0.010236987742946676,0.31831520286799636,0.0006855269981015374,0.00012052658838075658,0.028253768843838463,0.018501524387539655,0.01401958935721048
top_6,446,0.025823268139936368,0.022788239474150214,-0.04642010548971051,0.09520245235087724,0.5964125560538116,1.8186189557378385,1.8203664526642382,14,0.010236987742946676,0.31831520286799636,0.0006855269981015374,0.00012052658838075658,0.028253768843838463,0.018501524387539655,0.01401958935721048
flag_nested,446,0.021539380701301517,0.03341049835865363,-0.06847630179009725,0.11197179970120194,0.600896860986547,1.3782840077860157,1.380360246763706,14,0.010236987742946676,0.31831520286799636,0.0006855269981015374,0.00012052658838075658,0.028253768843838463,0.018501524387539655,0.01401958935721048
market_1,446,0.035672501966143716,0.0592937338624503,-0.1821032275425559,0.2505973835383746,0.5695067264573991,0.8478000508935633,0.8482075638438743,15,0.0102880720293318,0.31831520286799636,0.0006830225402134349,0.00010863787677323905,0.026163306559678204,0.017923538189563454,0.013326826784122505
block_2_3,446,0.0047539809198511385,0.004867976100531121,-0.13612466911751553,0.1506524812063944,0.5044843049327354,1.392467674060442,1.3935539104031935,15,0.0102880720293318,0.31831520286799636,0.0006830225402134349,0.00010863787677323905,0.026163306559678204,0.017923538189563454,0.013326826784122505
block_4_6,446,-0.00013020837479363844,0.0002449481596138267,-0.09416697077404687,0.09469032262173695,0.5,1.809207603101494,1.810366608136058,15,0.0102880720293318,0.31831520286799636,0.0006830225402134349,0.00010863787677323905,0.026163306559678204,0.017923538189563454,0.013326826784122505
top_3,446,0.01644873614246608,0.015353363670097285,-0.09220269346122158,0.13088345466089468,0.5246636771300448,1.3506404543958979,1.3518255758589768,15,0.0102880720293318,0.31831520286799636,0.0006830225402134349,0.00010863787677323905,0.026163306559678204,0.017923538189563454,0.013326826784122505
top_6,446,0.029929456653277953,0.02557796542767498,-0.04010371818498403,0.10578770457135725,0.600896860986547,1.8083479825305455,1.8096132206255213,15,0.0102880720293318,0.31831520286799636,0.0006830225402134349,0.00010863787677323905,0.026163306559678204,0.017923538189563454,0.013326826784122505
flag_nested,446,0.02338000962022485,0.04146269828013738,-0.07809052703514288,0.12051237237820073,0.5896860986547086,1.392076676904306,1.3929955106764307,15,0.0102880720293318,0.31831520286799636,0.0006830225402134349,0.00010863787677323905,0.026163306559678204,0.017923538189563454,0.013326826784122505
market_1,446,0.06991661729640085,0.07453391422574257,-0.1317654553970528,0.2911894439575973,0.6121076233183856,0.886939366445443,0.8906772348906101,16,0.0102853574746762,0.31831520286799636,0.0006848038145356727,0.00010361039067052075,0.025492182738136086,0.018355870084832672,0.014286736920853018
